id_estavel;iri_slug;iri_individuo;classe_principal;rotulo_pt;issued_by;registered_by;holder;nationality;birth_place;birth_municipality_name;birth_ibge_code;birth_uf;foreign_birth_municipality_name;program;registration;signature;validation_code;transcript;academic_documentation;issue_date;status;version;identifier
diplomaLote181;diplomaLote181;rec:diplomaLote181;DiplomaDigital;Diploma 183;rec:iesEmissoraLote01;rec:iesRegistradoraLote05;rec:diplomadoLote181;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote181;rec:registroLote181;rec:assinaturaLote181;rec:codigoValidacaoLote181;rec:historicoLote181;rec:documentacaoAcademicaLote181;2027-08-08;vocab:Ativo;1.05;urn:fake:diploma:183
diplomaLote182;diplomaLote182;rec:diplomaLote182;DiplomaDigital;Diploma 184;rec:iesEmissoraLote02;rec:iesRegistradoraLote06;rec:diplomadoLote182;Brasileira;rec:localNaturalidadeBr4106902;Curitiba;4106902;PR;;rec:cursoLote182;rec:registroLote182;rec:assinaturaLote182;rec:codigoValidacaoLote182;rec:historicoLote182;rec:documentacaoAcademicaLote182;2027-08-11;vocab:Ativo;1.05;urn:fake:diploma:184
diplomaLote183;diplomaLote183;rec:diplomaLote183;DiplomaDigital;Diploma 185;rec:iesEmissoraLote03;rec:iesRegistradoraLote07;rec:diplomadoLote183;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote183;rec:registroLote183;rec:assinaturaLote183;rec:codigoValidacaoLote183;rec:historicoLote183;rec:documentacaoAcademicaLote183;2027-08-14;vocab:Ativo;1.05;urn:fake:diploma:185
diplomaLote184;diplomaLote184;rec:diplomaLote184;DiplomaDigital;Diploma 186;rec:iesEmissoraLote04;rec:iesRegistradoraLote08;rec:diplomadoLote184;Estadunidense;rec:localNaturalidadeEstrangeiraNovaIorque;;;;Nova Iorque;rec:cursoLote184;rec:registroLote184;rec:assinaturaLote184;rec:codigoValidacaoLote184;rec:historicoLote184;rec:documentacaoAcademicaLote184;2027-08-17;vocab:Revogado;1.05;urn:fake:diploma:186
diplomaLote185;diplomaLote185;rec:diplomaLote185;DiplomaDigital;Diploma 187;rec:iesEmissoraLote05;rec:iesRegistradoraLote01;rec:diplomadoLote185;Brasileira;rec:localNaturalidadeBr1100205;Porto Velho;1100205;RO;;rec:cursoLote185;rec:registroLote185;rec:assinaturaLote185;rec:codigoValidacaoLote185;rec:historicoLote185;rec:documentacaoAcademicaLote185;2027-08-20;vocab:Anulado;1.05;urn:fake:diploma:187
diplomaLote186;diplomaLote186;rec:diplomaLote186;DiplomaDigital;Diploma 188;rec:iesEmissoraLote06;rec:iesRegistradoraLote02;rec:diplomadoLote186;Brasileira;rec:localNaturalidadeBr1302603;Manaus;1302603;AM;;rec:cursoLote186;rec:registroLote186;rec:assinaturaLote186;rec:codigoValidacaoLote186;rec:historicoLote186;rec:documentacaoAcademicaLote186;2027-08-23;vocab:Ativo;1.05;urn:fake:diploma:188
diplomaLote187;diplomaLote187;rec:diplomaLote187;DiplomaDigital;Diploma 189;rec:iesEmissoraLote07;rec:iesRegistradoraLote03;rec:diplomadoLote187;Brasileira;rec:localNaturalidadeBr2507507;João Pessoa;2507507;PB;;rec:cursoLote187;rec:registroLote187;rec:assinaturaLote187;rec:codigoValidacaoLote187;rec:historicoLote187;rec:documentacaoAcademicaLote187;2027-08-26;vocab:Ativo;1.05;urn:fake:diploma:189
diplomaLote188;diplomaLote188;rec:diplomaLote188;DiplomaDigital;Diploma 190;rec:iesEmissoraLote08;rec:iesRegistradoraLote04;rec:diplomadoLote188;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote188;rec:registroLote188;rec:assinaturaLote188;rec:codigoValidacaoLote188;rec:historicoLote188;rec:documentacaoAcademicaLote188;2027-08-29;vocab:Ativo;1.05;urn:fake:diploma:190
diplomaLote189;diplomaLote189;rec:diplomaLote189;DiplomaDigital;Diploma 191;rec:iesEmissoraLote09;rec:iesRegistradoraLote05;rec:diplomadoLote189;Brasileira;rec:localNaturalidadeBr1501402;Belém;1501402;PA;;rec:cursoLote189;rec:registroLote189;rec:assinaturaLote189;rec:codigoValidacaoLote189;rec:historicoLote189;rec:documentacaoAcademicaLote189;2027-09-01;vocab:Revogado;1.05;urn:fake:diploma:191
diplomaLote190;diplomaLote190;rec:diplomaLote190;DiplomaDigital;Diploma 192;rec:iesEmissoraLote10;rec:iesRegistradoraLote06;rec:diplomadoLote190;Brasileira;rec:localNaturalidadeBr2111300;São Luís;2111300;MA;;rec:cursoLote190;rec:registroLote190;rec:assinaturaLote190;rec:codigoValidacaoLote190;rec:historicoLote190;rec:documentacaoAcademicaLote190;2027-09-04;vocab:Anulado;1.05;urn:fake:diploma:192
diplomaLote191;diplomaLote191;rec:diplomaLote191;DiplomaDigital;Diploma 193;rec:iesEmissoraLote01;rec:iesRegistradoraLote07;rec:diplomadoLote191;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote191;rec:registroLote191;rec:assinaturaLote191;rec:codigoValidacaoLote191;rec:historicoLote191;rec:documentacaoAcademicaLote191;2027-09-07;vocab:Ativo;1.05;urn:fake:diploma:193
diplomaLote192;diplomaLote192;rec:diplomaLote192;DiplomaDigital;Diploma 194;rec:iesEmissoraLote02;rec:iesRegistradoraLote08;rec:diplomadoLote192;Brasileira;rec:localNaturalidadeBr2611606;Recife;2611606;PE;;rec:cursoLote192;rec:registroLote192;rec:assinaturaLote192;rec:codigoValidacaoLote192;rec:historicoLote192;rec:documentacaoAcademicaLote192;2027-09-10;vocab:Ativo;1.05;urn:fake:diploma:194
diplomaLote193;diplomaLote193;rec:diplomaLote193;DiplomaDigital;Diploma 195;rec:iesEmissoraLote03;rec:iesRegistradoraLote01;rec:diplomadoLote193;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote193;rec:registroLote193;rec:assinaturaLote193;rec:codigoValidacaoLote193;rec:historicoLote193;rec:documentacaoAcademicaLote193;2027-09-13;vocab:Ativo;1.05;urn:fake:diploma:195
diplomaLote194;diplomaLote194;rec:diplomaLote194;DiplomaDigital;Diploma 196;rec:iesEmissoraLote04;rec:iesRegistradoraLote02;rec:diplomadoLote194;Brasileira;rec:localNaturalidadeBr5208707;Goiânia;5208707;GO;;rec:cursoLote194;rec:registroLote194;rec:assinaturaLote194;rec:codigoValidacaoLote194;rec:historicoLote194;rec:documentacaoAcademicaLote194;2027-09-16;vocab:Revogado;1.05;urn:fake:diploma:196
diplomaLote195;diplomaLote195;rec:diplomaLote195;DiplomaDigital;Diploma 197;rec:iesEmissoraLote05;rec:iesRegistradoraLote03;rec:diplomadoLote195;Brasileira;rec:localNaturalidadeBr3204807;São José do Calçado;3204807;ES;;rec:cursoLote195;rec:registroLote195;rec:assinaturaLote195;rec:codigoValidacaoLote195;rec:historicoLote195;rec:documentacaoAcademicaLote195;2027-09-19;vocab:Anulado;1.05;urn:fake:diploma:197
diplomaLote196;diplomaLote196;rec:diplomaLote196;DiplomaDigital;Diploma 198;rec:iesEmissoraLote06;rec:iesRegistradoraLote04;rec:diplomadoLote196;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote196;rec:registroLote196;rec:assinaturaLote196;rec:codigoValidacaoLote196;rec:historicoLote196;rec:documentacaoAcademicaLote196;2027-09-22;vocab:Ativo;1.05;urn:fake:diploma:198
diplomaLote197;diplomaLote197;rec:diplomaLote197;DiplomaDigital;Diploma 199;rec:iesEmissoraLote07;rec:iesRegistradoraLote05;rec:diplomadoLote197;Brasileira;rec:localNaturalidadeBr2704302;Maceió;2704302;AL;;rec:cursoLote197;rec:registroLote197;rec:assinaturaLote197;rec:codigoValidacaoLote197;rec:historicoLote197;rec:documentacaoAcademicaLote197;2027-09-25;vocab:Ativo;1.05;urn:fake:diploma:199
diplomaLote198;diplomaLote198;rec:diplomaLote198;DiplomaDigital;Diploma 200;rec:iesEmissoraLote08;rec:iesRegistradoraLote06;rec:diplomadoLote198;Brasileira;rec:localNaturalidadeBr5103403;Cuiabá;5103403;MT;;rec:cursoLote198;rec:registroLote198;rec:assinaturaLote198;rec:codigoValidacaoLote198;rec:historicoLote198;rec:documentacaoAcademicaLote198;2027-09-28;vocab:Ativo;1.05;urn:fake:diploma:200
diplomaLote199;diplomaLote199;rec:diplomaLote199;DiplomaDigital;Diploma 201;rec:iesEmissoraLote09;rec:iesRegistradoraLote07;rec:diplomadoLote199;Brasileira;rec:localNaturalidadeBr2507507;João Pessoa;2507507;PB;;rec:cursoLote199;rec:registroLote199;rec:assinaturaLote199;rec:codigoValidacaoLote199;rec:historicoLote199;rec:documentacaoAcademicaLote199;2027-10-01;vocab:Revogado;1.05;urn:fake:diploma:201
diplomaLote200;diplomaLote200;rec:diplomaLote200;DiplomaDigital;Diploma 202;rec:iesEmissoraLote10;rec:iesRegistradoraLote08;rec:diplomadoLote200;Japonesa;rec:localNaturalidadeEstrangeiraToquio;;;;Tóquio;rec:cursoLote200;rec:registroLote200;rec:assinaturaLote200;rec:codigoValidacaoLote200;rec:historicoLote200;rec:documentacaoAcademicaLote200;2027-10-04;vocab:Anulado;1.05;urn:fake:diploma:202
diplomaLote201;diplomaLote201;rec:diplomaLote201;DiplomaDigital;Diploma 203;rec:iesEmissoraLote01;rec:iesRegistradoraLote01;rec:diplomadoLote201;Brasileira;rec:localNaturalidadeBr1302603;Manaus;1302603;AM;;rec:cursoLote201;rec:registroLote201;rec:assinaturaLote201;rec:codigoValidacaoLote201;rec:historicoLote201;rec:documentacaoAcademicaLote201;2027-10-07;vocab:Ativo;1.05;urn:fake:diploma:203
diplomaLote202;diplomaLote202;rec:diplomaLote202;DiplomaDigital;Diploma 204;rec:iesEmissoraLote02;rec:iesRegistradoraLote02;rec:diplomadoLote202;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote202;rec:registroLote202;rec:assinaturaLote202;rec:codigoValidacaoLote202;rec:historicoLote202;rec:documentacaoAcademicaLote202;2027-10-10;vocab:Ativo;1.05;urn:fake:diploma:204
diplomaLote203;diplomaLote203;rec:diplomaLote203;DiplomaDigital;Diploma 205;rec:iesEmissoraLote03;rec:iesRegistradoraLote03;rec:diplomadoLote203;Brasileira;rec:localNaturalidadeBr3204807;São José do Calçado;3204807;ES;;rec:cursoLote203;rec:registroLote203;rec:assinaturaLote203;rec:codigoValidacaoLote203;rec:historicoLote203;rec:documentacaoAcademicaLote203;2027-10-13;vocab:Ativo;1.05;urn:fake:diploma:205
diplomaLote204;diplomaLote204;rec:diplomaLote204;DiplomaDigital;Diploma 206;rec:iesEmissoraLote04;rec:iesRegistradoraLote04;rec:diplomadoLote204;Brasileira;rec:localNaturalidadeBr2704302;Maceió;2704302;AL;;rec:cursoLote204;rec:registroLote204;rec:assinaturaLote204;rec:codigoValidacaoLote204;rec:historicoLote204;rec:documentacaoAcademicaLote204;2027-10-16;vocab:Revogado;1.05;urn:fake:diploma:206
diplomaLote205;diplomaLote205;rec:diplomaLote205;DiplomaDigital;Diploma 207;rec:iesEmissoraLote05;rec:iesRegistradoraLote05;rec:diplomadoLote205;Brasileira;rec:localNaturalidadeBr5002704;Campo Grande;5002704;MS;;rec:cursoLote205;rec:registroLote205;rec:assinaturaLote205;rec:codigoValidacaoLote205;rec:historicoLote205;rec:documentacaoAcademicaLote205;2027-10-19;vocab:Anulado;1.05;urn:fake:diploma:207
diplomaLote206;diplomaLote206;rec:diplomaLote206;DiplomaDigital;Diploma 208;rec:iesEmissoraLote06;rec:iesRegistradoraLote06;rec:diplomadoLote206;Brasileira;rec:localNaturalidadeBr2211001;Teresina;2211001;PI;;rec:cursoLote206;rec:registroLote206;rec:assinaturaLote206;rec:codigoValidacaoLote206;rec:historicoLote206;rec:documentacaoAcademicaLote206;2027-10-22;vocab:Ativo;1.05;urn:fake:diploma:208
diplomaLote207;diplomaLote207;rec:diplomaLote207;DiplomaDigital;Diploma 209;rec:iesEmissoraLote07;rec:iesRegistradoraLote07;rec:diplomadoLote207;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote207;rec:registroLote207;rec:assinaturaLote207;rec:codigoValidacaoLote207;rec:historicoLote207;rec:documentacaoAcademicaLote207;2027-10-25;vocab:Ativo;1.05;urn:fake:diploma:209
diplomaLote208;diplomaLote208;rec:diplomaLote208;DiplomaDigital;Diploma 210;rec:iesEmissoraLote08;rec:iesRegistradoraLote08;rec:diplomadoLote208;Brasileira;rec:localNaturalidadeBr1400100;Boa Vista;1400100;RR;;rec:cursoLote208;rec:registroLote208;rec:assinaturaLote208;rec:codigoValidacaoLote208;rec:historicoLote208;rec:documentacaoAcademicaLote208;2027-10-28;vocab:Ativo;1.05;urn:fake:diploma:210
diplomaLote209;diplomaLote209;rec:diplomaLote209;DiplomaDigital;Diploma 211;rec:iesEmissoraLote09;rec:iesRegistradoraLote01;rec:diplomadoLote209;Portuguesa;rec:localNaturalidadeEstrangeiraLisboa;;;;Lisboa;rec:cursoLote209;rec:registroLote209;rec:assinaturaLote209;rec:codigoValidacaoLote209;rec:historicoLote209;rec:documentacaoAcademicaLote209;2027-10-31;vocab:Revogado;1.05;urn:fake:diploma:211
diplomaLote210;diplomaLote210;rec:diplomaLote210;DiplomaDigital;Diploma 212;rec:iesEmissoraLote10;rec:iesRegistradoraLote02;rec:diplomadoLote210;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote210;rec:registroLote210;rec:assinaturaLote210;rec:codigoValidacaoLote210;rec:historicoLote210;rec:documentacaoAcademicaLote210;2027-11-03;vocab:Anulado;1.05;urn:fake:diploma:212
diplomaLote211;diplomaLote211;rec:diplomaLote211;DiplomaDigital;Diploma 213;rec:iesEmissoraLote01;rec:iesRegistradoraLote03;rec:diplomadoLote211;Brasileira;rec:localNaturalidadeBr2507507;João Pessoa;2507507;PB;;rec:cursoLote211;rec:registroLote211;rec:assinaturaLote211;rec:codigoValidacaoLote211;rec:historicoLote211;rec:documentacaoAcademicaLote211;2027-11-06;vocab:Ativo;1.05;urn:fake:diploma:213
diplomaLote212;diplomaLote212;rec:diplomaLote212;DiplomaDigital;Diploma 214;rec:iesEmissoraLote02;rec:iesRegistradoraLote04;rec:diplomadoLote212;Brasileira;rec:localNaturalidadeBr4314902;Porto Alegre;4314902;RS;;rec:cursoLote212;rec:registroLote212;rec:assinaturaLote212;rec:codigoValidacaoLote212;rec:historicoLote212;rec:documentacaoAcademicaLote212;2027-11-09;vocab:Ativo;1.05;urn:fake:diploma:214
diplomaLote213;diplomaLote213;rec:diplomaLote213;DiplomaDigital;Diploma 215;rec:iesEmissoraLote03;rec:iesRegistradoraLote05;rec:diplomadoLote213;Brasileira;rec:localNaturalidadeBr5208707;Goiânia;5208707;GO;;rec:cursoLote213;rec:registroLote213;rec:assinaturaLote213;rec:codigoValidacaoLote213;rec:historicoLote213;rec:documentacaoAcademicaLote213;2027-11-12;vocab:Ativo;1.05;urn:fake:diploma:215
diplomaLote214;diplomaLote214;rec:diplomaLote214;DiplomaDigital;Diploma 216;rec:iesEmissoraLote04;rec:iesRegistradoraLote06;rec:diplomadoLote214;Argentina;rec:localNaturalidadeEstrangeiraBuenosAires;;;;Buenos Aires;rec:cursoLote214;rec:registroLote214;rec:assinaturaLote214;rec:codigoValidacaoLote214;rec:historicoLote214;rec:documentacaoAcademicaLote214;2027-11-15;vocab:Revogado;1.05;urn:fake:diploma:216
diplomaLote215;diplomaLote215;rec:diplomaLote215;DiplomaDigital;Diploma 217;rec:iesEmissoraLote05;rec:iesRegistradoraLote07;rec:diplomadoLote215;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote215;rec:registroLote215;rec:assinaturaLote215;rec:codigoValidacaoLote215;rec:historicoLote215;rec:documentacaoAcademicaLote215;2027-11-18;vocab:Anulado;1.05;urn:fake:diploma:217
diplomaLote216;diplomaLote216;rec:diplomaLote216;DiplomaDigital;Diploma 218;rec:iesEmissoraLote06;rec:iesRegistradoraLote08;rec:diplomadoLote216;Portuguesa;rec:localNaturalidadeEstrangeiraLisboa;;;;Lisboa;rec:cursoLote216;rec:registroLote216;rec:assinaturaLote216;rec:codigoValidacaoLote216;rec:historicoLote216;rec:documentacaoAcademicaLote216;2027-11-21;vocab:Ativo;1.05;urn:fake:diploma:218
diplomaLote217;diplomaLote217;rec:diplomaLote217;DiplomaDigital;Diploma 219;rec:iesEmissoraLote07;rec:iesRegistradoraLote01;rec:diplomadoLote217;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote217;rec:registroLote217;rec:assinaturaLote217;rec:codigoValidacaoLote217;rec:historicoLote217;rec:documentacaoAcademicaLote217;2027-11-24;vocab:Ativo;1.05;urn:fake:diploma:219
diplomaLote218;diplomaLote218;rec:diplomaLote218;DiplomaDigital;Diploma 220;rec:iesEmissoraLote08;rec:iesRegistradoraLote02;rec:diplomadoLote218;Espanhola;rec:localNaturalidadeEstrangeiraMadri;;;;Madri;rec:cursoLote218;rec:registroLote218;rec:assinaturaLote218;rec:codigoValidacaoLote218;rec:historicoLote218;rec:documentacaoAcademicaLote218;2027-11-27;vocab:Ativo;1.05;urn:fake:diploma:220
diplomaLote219;diplomaLote219;rec:diplomaLote219;DiplomaDigital;Diploma 221;rec:iesEmissoraLote09;rec:iesRegistradoraLote03;rec:diplomadoLote219;Brasileira;rec:localNaturalidadeBr1302603;Manaus;1302603;AM;;rec:cursoLote219;rec:registroLote219;rec:assinaturaLote219;rec:codigoValidacaoLote219;rec:historicoLote219;rec:documentacaoAcademicaLote219;2027-11-30;vocab:Revogado;1.05;urn:fake:diploma:221
diplomaLote220;diplomaLote220;rec:diplomaLote220;DiplomaDigital;Diploma 222;rec:iesEmissoraLote10;rec:iesRegistradoraLote04;rec:diplomadoLote220;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote220;rec:registroLote220;rec:assinaturaLote220;rec:codigoValidacaoLote220;rec:historicoLote220;rec:documentacaoAcademicaLote220;2027-12-03;vocab:Anulado;1.05;urn:fake:diploma:222
diplomaLote221;diplomaLote221;rec:diplomaLote221;DiplomaDigital;Diploma 223;rec:iesEmissoraLote01;rec:iesRegistradoraLote05;rec:diplomadoLote221;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote221;rec:registroLote221;rec:assinaturaLote221;rec:codigoValidacaoLote221;rec:historicoLote221;rec:documentacaoAcademicaLote221;2027-12-06;vocab:Ativo;1.05;urn:fake:diploma:223
diplomaLote222;diplomaLote222;rec:diplomaLote222;DiplomaDigital;Diploma 224;rec:iesEmissoraLote02;rec:iesRegistradoraLote06;rec:diplomadoLote222;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote222;rec:registroLote222;rec:assinaturaLote222;rec:codigoValidacaoLote222;rec:historicoLote222;rec:documentacaoAcademicaLote222;2027-12-09;vocab:Ativo;1.05;urn:fake:diploma:224
diplomaLote223;diplomaLote223;rec:diplomaLote223;DiplomaDigital;Diploma 225;rec:iesEmissoraLote03;rec:iesRegistradoraLote07;rec:diplomadoLote223;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote223;rec:registroLote223;rec:assinaturaLote223;rec:codigoValidacaoLote223;rec:historicoLote223;rec:documentacaoAcademicaLote223;2027-12-12;vocab:Ativo;1.05;urn:fake:diploma:225
diplomaLote224;diplomaLote224;rec:diplomaLote224;DiplomaDigital;Diploma 226;rec:iesEmissoraLote04;rec:iesRegistradoraLote08;rec:diplomadoLote224;Brasileira;rec:localNaturalidadeBr1200401;Rio Branco;1200401;AC;;rec:cursoLote224;rec:registroLote224;rec:assinaturaLote224;rec:codigoValidacaoLote224;rec:historicoLote224;rec:documentacaoAcademicaLote224;2027-12-15;vocab:Revogado;1.05;urn:fake:diploma:226
diplomaLote225;diplomaLote225;rec:diplomaLote225;DiplomaDigital;Diploma 227;rec:iesEmissoraLote05;rec:iesRegistradoraLote01;rec:diplomadoLote225;Brasileira;rec:localNaturalidadeBr2304400;Fortaleza;2304400;CE;;rec:cursoLote225;rec:registroLote225;rec:assinaturaLote225;rec:codigoValidacaoLote225;rec:historicoLote225;rec:documentacaoAcademicaLote225;2027-12-18;vocab:Anulado;1.05;urn:fake:diploma:227
diplomaLote226;diplomaLote226;rec:diplomaLote226;DiplomaDigital;Diploma 228;rec:iesEmissoraLote06;rec:iesRegistradoraLote02;rec:diplomadoLote226;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote226;rec:registroLote226;rec:assinaturaLote226;rec:codigoValidacaoLote226;rec:historicoLote226;rec:documentacaoAcademicaLote226;2027-12-21;vocab:Ativo;1.05;urn:fake:diploma:228
diplomaLote227;diplomaLote227;rec:diplomaLote227;DiplomaDigital;Diploma 229;rec:iesEmissoraLote07;rec:iesRegistradoraLote03;rec:diplomadoLote227;Brasileira;rec:localNaturalidadeBr1501402;Belém;1501402;PA;;rec:cursoLote227;rec:registroLote227;rec:assinaturaLote227;rec:codigoValidacaoLote227;rec:historicoLote227;rec:documentacaoAcademicaLote227;2027-12-24;vocab:Ativo;1.05;urn:fake:diploma:229
diplomaLote228;diplomaLote228;rec:diplomaLote228;DiplomaDigital;Diploma 230;rec:iesEmissoraLote08;rec:iesRegistradoraLote04;rec:diplomadoLote228;Brasileira;rec:localNaturalidadeBr5002704;Campo Grande;5002704;MS;;rec:cursoLote228;rec:registroLote228;rec:assinaturaLote228;rec:codigoValidacaoLote228;rec:historicoLote228;rec:documentacaoAcademicaLote228;2027-12-27;vocab:Ativo;1.05;urn:fake:diploma:230
diplomaLote229;diplomaLote229;rec:diplomaLote229;DiplomaDigital;Diploma 231;rec:iesEmissoraLote09;rec:iesRegistradoraLote05;rec:diplomadoLote229;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote229;rec:registroLote229;rec:assinaturaLote229;rec:codigoValidacaoLote229;rec:historicoLote229;rec:documentacaoAcademicaLote229;2027-12-30;vocab:Revogado;1.05;urn:fake:diploma:231
diplomaLote230;diplomaLote230;rec:diplomaLote230;DiplomaDigital;Diploma 232;rec:iesEmissoraLote10;rec:iesRegistradoraLote06;rec:diplomadoLote230;Brasileira;rec:localNaturalidadeBr5208707;Goiânia;5208707;GO;;rec:cursoLote230;rec:registroLote230;rec:assinaturaLote230;rec:codigoValidacaoLote230;rec:historicoLote230;rec:documentacaoAcademicaLote230;2028-01-02;vocab:Anulado;1.05;urn:fake:diploma:232
diplomaLote231;diplomaLote231;rec:diplomaLote231;DiplomaDigital;Diploma 233;rec:iesEmissoraLote01;rec:iesRegistradoraLote07;rec:diplomadoLote231;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote231;rec:registroLote231;rec:assinaturaLote231;rec:codigoValidacaoLote231;rec:historicoLote231;rec:documentacaoAcademicaLote231;2028-01-05;vocab:Ativo;1.05;urn:fake:diploma:233
diplomaLote232;diplomaLote232;rec:diplomaLote232;DiplomaDigital;Diploma 234;rec:iesEmissoraLote02;rec:iesRegistradoraLote08;rec:diplomadoLote232;Brasileira;rec:localNaturalidadeBr2304400;Fortaleza;2304400;CE;;rec:cursoLote232;rec:registroLote232;rec:assinaturaLote232;rec:codigoValidacaoLote232;rec:historicoLote232;rec:documentacaoAcademicaLote232;2028-01-08;vocab:Ativo;1.05;urn:fake:diploma:234
diplomaLote233;diplomaLote233;rec:diplomaLote233;DiplomaDigital;Diploma 235;rec:iesEmissoraLote03;rec:iesRegistradoraLote01;rec:diplomadoLote233;Brasileira;rec:localNaturalidadeBr2507507;João Pessoa;2507507;PB;;rec:cursoLote233;rec:registroLote233;rec:assinaturaLote233;rec:codigoValidacaoLote233;rec:historicoLote233;rec:documentacaoAcademicaLote233;2028-01-11;vocab:Ativo;1.05;urn:fake:diploma:235
diplomaLote234;diplomaLote234;rec:diplomaLote234;DiplomaDigital;Diploma 236;rec:iesEmissoraLote04;rec:iesRegistradoraLote02;rec:diplomadoLote234;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote234;rec:registroLote234;rec:assinaturaLote234;rec:codigoValidacaoLote234;rec:historicoLote234;rec:documentacaoAcademicaLote234;2028-01-14;vocab:Revogado;1.05;urn:fake:diploma:236
diplomaLote235;diplomaLote235;rec:diplomaLote235;DiplomaDigital;Diploma 237;rec:iesEmissoraLote05;rec:iesRegistradoraLote03;rec:diplomadoLote235;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote235;rec:registroLote235;rec:assinaturaLote235;rec:codigoValidacaoLote235;rec:historicoLote235;rec:documentacaoAcademicaLote235;2028-01-17;vocab:Anulado;1.05;urn:fake:diploma:237
diplomaLote236;diplomaLote236;rec:diplomaLote236;DiplomaDigital;Diploma 238;rec:iesEmissoraLote06;rec:iesRegistradoraLote04;rec:diplomadoLote236;Brasileira;rec:localNaturalidadeBr2611606;Recife;2611606;PE;;rec:cursoLote236;rec:registroLote236;rec:assinaturaLote236;rec:codigoValidacaoLote236;rec:historicoLote236;rec:documentacaoAcademicaLote236;2028-01-20;vocab:Ativo;1.05;urn:fake:diploma:238
diplomaLote237;diplomaLote237;rec:diplomaLote237;DiplomaDigital;Diploma 239;rec:iesEmissoraLote07;rec:iesRegistradoraLote05;rec:diplomadoLote237;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote237;rec:registroLote237;rec:assinaturaLote237;rec:codigoValidacaoLote237;rec:historicoLote237;rec:documentacaoAcademicaLote237;2028-01-23;vocab:Ativo;1.05;urn:fake:diploma:239
diplomaLote238;diplomaLote238;rec:diplomaLote238;DiplomaDigital;Diploma 240;rec:iesEmissoraLote08;rec:iesRegistradoraLote06;rec:diplomadoLote238;Cabo-verdiana;rec:localNaturalidadeEstrangeiraPraia;;;;Praia;rec:cursoLote238;rec:registroLote238;rec:assinaturaLote238;rec:codigoValidacaoLote238;rec:historicoLote238;rec:documentacaoAcademicaLote238;2028-01-26;vocab:Ativo;1.05;urn:fake:diploma:240
diplomaLote239;diplomaLote239;rec:diplomaLote239;DiplomaDigital;Diploma 241;rec:iesEmissoraLote09;rec:iesRegistradoraLote07;rec:diplomadoLote239;Brasileira;rec:localNaturalidadeBr1501402;Belém;1501402;PA;;rec:cursoLote239;rec:registroLote239;rec:assinaturaLote239;rec:codigoValidacaoLote239;rec:historicoLote239;rec:documentacaoAcademicaLote239;2028-01-29;vocab:Revogado;1.05;urn:fake:diploma:241
diplomaLote240;diplomaLote240;rec:diplomaLote240;DiplomaDigital;Diploma 242;rec:iesEmissoraLote10;rec:iesRegistradoraLote08;rec:diplomadoLote240;Brasileira;rec:localNaturalidadeBr2304400;Fortaleza;2304400;CE;;rec:cursoLote240;rec:registroLote240;rec:assinaturaLote240;rec:codigoValidacaoLote240;rec:historicoLote240;rec:documentacaoAcademicaLote240;2028-02-01;vocab:Anulado;1.05;urn:fake:diploma:242
diplomaLote241;diplomaLote241;rec:diplomaLote241;DiplomaDigital;Diploma 243;rec:iesEmissoraLote01;rec:iesRegistradoraLote01;rec:diplomadoLote241;Brasileira;rec:localNaturalidadeBr1600303;Macapá;1600303;AP;;rec:cursoLote241;rec:registroLote241;rec:assinaturaLote241;rec:codigoValidacaoLote241;rec:historicoLote241;rec:documentacaoAcademicaLote241;2028-02-04;vocab:Ativo;1.05;urn:fake:diploma:243
